,Crude Oil IPMP,inflation_diff,Official Exchange Rate_diff,Informal Exchange Rate_diff,Monetary Supply (M2)_diff,Interest Rate_diff,General IPMP_diff,Agriculture IPMP_diff,Metals IPMP_diff
2017-03-01,277.5,-0.10000000000000009,-0.07460000000000022,-0.36999999999999744,1.0,-0.16999999999999815,-4.899999999999977,-4.400000000000006,-0.8999999999999773
2017-04-01,282.9,0.20000000000000018,-0.1637000000000004,-0.14000000000000057,0.1999999999999993,-0.3200000000000003,-5.600000000000023,-5.800000000000011,2.5
2017-05-01,272.1,-1.3,0.33810000000000073,0.120000000000001,0.8999999999999986,0.254999999999999,2.4000000000000057,3.1000000000000227,-6.199999999999989
2017-06-01,251.0,-0.10000000000000009,0.4184999999999981,0.46000000000000085,1.750000000000007,0.25,-1.1999999999999886,-1.0,1.6999999999999886
2017-07-01,259.8,0.5,1.0524000000000022,1.2099999999999973,0.7499999999999929,0.16999999999999815,5.400000000000006,5.199999999999989,1.6000000000000227
2017-08-01,275.3,-0.30000000000000004,0.24749999999999872,0.5650000000000013,0.3999999999999986,0.485000000000003,-4.600000000000023,-6.199999999999989,15.199999999999989
2017-09-01,294.0,0.5,-0.16999999999999815,-0.33500000000000085,0.4000000000000057,0.514999999999997,2.5,1.5,6.699999999999989
2017-10-01,307.9,-0.3999999999999999,0.20629999999999882,0.030000000000001137,-0.10000000000000142,0.2700000000000031,1.5,1.5999999999999943,-4.0
2017-11-01,334.7,-0.10000000000000009,0.039699999999999847,0.08500000000000085,-1.0,1.384999999999998,0.20000000000001705,-0.20000000000001705,-0.30000000000001137
2017-12-01,343.6,1.7000000000000002,0.20759999999999934,0.004999999999999005,-2.3000000000000043,0.754999999999999,0.4000000000000057,0.20000000000001705,-0.5999999999999659
2018-01-01,368.9,-1.3,1.3289000000000009,1.5449999999999982,-0.6999999999999957,-0.00999999999999801,5.799999999999983,4.099999999999994,14.0
2018-02-01,349.8,0.5999999999999999,0.8119000000000014,0.5650000000000013,-1.1500000000000021,-0.14499999999999957,5.700000000000017,6.199999999999989,-1.6000000000000227
2018-03-01,355.2,-0.10000000000000009,0.3968999999999987,0.5750000000000028,-1.6499999999999986,0.045000000000001705,5.799999999999983,6.400000000000006,-5.800000000000011
2018-04-01,382.5,0.40000000000000036,-0.0029000000000003467,-0.11500000000000199,-0.05000000000000071,0.06999999999999673,2.700000000000017,1.5999999999999943,4.800000000000011
2018-05-01,409.1,-0.6000000000000001,3.4338000000000015,4.559999999999999,-1.3500000000000014,4.390000000000001,2.5999999999999943,2.200000000000017,-2.3000000000000114
2018-06-01,401.9,1.6,2.8654999999999973,3.0000000000000036,-3.849999999999998,1.1849999999999987,-11.900000000000006,-11.599999999999994,-4.899999999999977
2018-07-01,398.2,-0.6000000000000001,1.0905000000000022,0.49999999999999645,-0.6500000000000021,4.495000000000001,-7.900000000000006,-6.400000000000006,-15.199999999999989
2018-08-01,390.1,0.7999999999999998,2.4998000000000005,1.8000000000000007,-3.3999999999999986,0.8550000000000004,-2.299999999999983,-1.700000000000017,-5.5
2018-09-01,420.9,2.6,8.465500000000002,8.725000000000001,0.05000000000000071,5.149999999999999,-4.800000000000011,-5.599999999999994,-0.4000000000000341
