Fecha;Compra;Venta
9/2/2010;3,90;3,91
8/2/2010;3,90;3,90
5/2/2010;3,91;3,91
4/2/2010;3,92;3,92
3/2/2010;3,91;3,91
2/2/2010;3,90;3,91
1/2/2010;3,88;3,89
29/1/2010;3,88;3,88
28/1/2010;3,89;3,89
27/1/2010;3,90;3,90
26/1/2010;3,88;3,89
25/1/2010;3,87;3,88
22/1/2010;3,87;3,88
21/1/2010;3,87;3,88
20/1/2010;3,87;3,88
19/1/2010;3,87;3,88
18/1/2010;3,86;3,87
15/1/2010;3,88;3,89
14/1/2010;3,89;3,89
13/1/2010;3,88;3,89
12/1/2010;3,87;3,87
11/1/2010;3,87;3,87
8/1/2010;3,87;3,87
7/1/2010;3,86;3,87
6/1/2010;3,87;3,88
5/1/2010;3,86;3,86
4/1/2010;3,86;3,86
30/12/2009;3,86;3,86
29/12/2009;3,86;3,87
28/12/2009;3,84;3,85
24/12/2009;3,83;3,84
23/12/2009;3,83;3,84
22/12/2009;3,84;3,84
21/12/2009;3,83;3,83
18/12/2009;3,83;3,84
17/12/2009;3,84;3,85
16/12/2009;3,85;3,85
15/12/2009;3,83;3,83
14/12/2009;3,81;3,82
11/12/2009;3,80;3,81
10/12/2009;3,80;3,81
9/12/2009;3,80;3,80
7/12/2009;3,80;3,80
4/12/2009;3,80;3,81
3/12/2009;3,81;3,81
2/12/2009;3,81;3,81
1/12/2009;3,80;3,80
30/11/2009;3,80;3,80
27/11/2009;3,81;3,82
26/11/2009;3,82;3,82
25/11/2009;3,82;3,82
24/11/2009;3,82;3,82
23/11/2009;3,82;3,82
20/11/2009;3,82;3,83
19/11/2009;3,84;3,84
18/11/2009;3,84;3,84
17/11/2009;3,83;3,83
16/11/2009;3,82;3,82
13/11/2009;3,81;3,82
12/11/2009;3,81;3,81
11/11/2009;3,80;3,80
10/11/2009;3,79;3,79
9/11/2009;3,79;3,79
5/11/2009;3,79;3,80
4/11/2009;3,80;3,81
3/11/2009;3,80;3,81
2/11/2009;3,81;3,81
30/10/2009;3,82;3,82
29/10/2009;3,83;3,83
28/10/2009;3,83;3,84
27/10/2009;3,83;3,83
26/10/2009;3,83;3,83
23/10/2009;3,83;3,83
22/10/2009;3,84;3,84
21/10/2009;3,84;3,84
20/10/2009;3,82;3,83
19/10/2009;3,82;3,83
16/10/2009;3,83;3,83
15/10/2009;3,82;3,82
14/10/2009;3,82;3,83
13/10/2009;3,82;3,83
9/10/2009;3,82;3,83
8/10/2009;3,83;3,84
7/10/2009;3,83;3,84
6/10/2009;3,82;3,83
5/10/2009;3,83;3,84
2/10/2009;3,84;3,84
1/10/2009;3,84;3,84
30/9/2009;3,84;3,84
29/9/2009;3,85;3,85
28/9/2009;3,85;3,86
25/9/2009;3,86;3,87
24/9/2009;3,86;3,87
23/9/2009;3,86;3,87
22/9/2009;3,85;3,86
21/9/2009;3,85;3,86
18/9/2009;3,85;3,86
17/9/2009;3,85;3,86
16/9/2009;3,84;3,85
15/9/2009;3,84;3,85
14/9/2009;3,85;3,86
11/9/2009;3,86;3,86
10/9/2009;3,86;3,86
9/9/2009;3,84;3,84
8/9/2009;3,84;3,84
7/9/2009;3,84;3,84
4/9/2009;3,84;3,85
3/9/2009;3,87;3,87
2/9/2009;3,86;3,86
1/9/2009;3,85;3,85
31/8/2009;3,84;3,85
28/8/2009;3,85;3,86
27/8/2009;3,86;3,86
26/8/2009;3,86;3,86
25/8/2009;3,86;3,86
24/8/2009;3,87;3,87
21/8/2009;3,88;3,88
20/8/2009;3,88;3,89
19/8/2009;3,88;3,88
18/8/2009;3,86;3,87
14/8/2009;3,86;3,86
13/8/2009;3,86;3,87
12/8/2009;3,85;3,85
11/8/2009;3,84;3,85
10/8/2009;3,84;3,84
7/8/2009;3,84;3,85
6/8/2009;3,84;3,85
5/8/2009;3,85;3,86
4/8/2009;3,86;3,86
3/8/2009;3,86;3,87
31/7/2009;3,87;3,87
30/7/2009;3,87;3,88
29/7/2009;3,86;3,87
28/7/2009;3,86;3,86
27/7/2009;3,87;3,88
24/7/2009;3,88;3,89
23/7/2009;3,88;3,89
22/7/2009;3,88;3,88
21/7/2009;3,87;3,88
20/7/2009;3,86;3,87
17/7/2009;3,88;3,88
16/7/2009;3,87;3,88
15/7/2009;3,86;3,86
14/7/2009;3,84;3,84
13/7/2009;3,83;3,84
10/7/2009;3,84;3,84
9/7/2009;3,84;3,84
8/7/2009;3,84;3,84
7/7/2009;3,83;3,84
6/7/2009;3,83;3,83
3/7/2009;3,84;3,85
2/7/2009;3,86;3,86
1/7/2009;3,84;3,85
30/6/2009;3,83;3,84
29/6/2009;3,84;3,84
26/6/2009;3,89;3,89
25/6/2009;3,89;3,89
24/6/2009;3,88;3,89
23/6/2009;3,90;3,90
22/6/2009;3,89;3,90
19/6/2009;3,88;3,89
18/6/2009;3,86;3,86
17/6/2009;3,84;3,85
16/6/2009;3,84;3,84
12/6/2009;3,84;3,85
11/6/2009;3,83;3,84
10/6/2009;3,81;3,82
9/6/2009;3,81;3,81
8/6/2009;3,80;3,81
5/6/2009;3,80;3,81
4/6/2009;3,81;3,81
3/6/2009;3,80;3,81
2/6/2009;3,80;3,81
1/6/2009;3,80;3,81
29/5/2009;3,81;3,81
28/5/2009;3,80;3,80
27/5/2009;3,78;3,79
26/5/2009;3,79;3,80
22/5/2009;3,80;3,81
21/5/2009;3,80;3,80
20/5/2009;3,79;3,80
19/5/2009;3,79;3,79
18/5/2009;3,77;3,77
15/5/2009;3,77;3,78
14/5/2009;3,78;3,79
13/5/2009;3,77;3,77
12/5/2009;3,75;3,76
11/5/2009;3,75;3,75
8/5/2009;3,74;3,75
7/5/2009;3,74;3,75
6/5/2009;3,73;3,74
5/5/2009;3,73;3,73
4/5/2009;3,73;3,74
30/4/2009;3,74;3,74
29/4/2009;3,74;3,75
28/4/2009;3,74;3,75
27/4/2009;3,74;3,74
24/4/2009;3,74;3,75
23/4/2009;3,74;3,74
22/4/2009;3,74;3,74
21/4/2009;3,72;3,73
20/4/2009;3,72;3,73
17/4/2009;3,73;3,74
16/4/2009;3,73;3,73
15/4/2009;3,72;3,72
14/4/2009;3,71;3,72
13/4/2009;3,69;3,70
8/4/2009;3,72;3,72
7/4/2009;3,71;3,71
6/4/2009;3,70;3,70
3/4/2009;3,75;3,75
1/4/2009;3,77;3,78
31/3/2009;3,79;3,79
30/3/2009;3,81;3,82
27/3/2009;3,81;3,82
26/3/2009;3,78;3,79
25/3/2009;3,76;3,76
23/3/2009;3,77;3,77
20/3/2009;3,75;3,76
19/3/2009;3,74;3,75
18/3/2009;3,74;3,75
17/3/2009;3,73;3,74
16/3/2009;3,73;3,74
13/3/2009;3,73;3,74
12/3/2009;3,73;3,74
11/3/2009;3,72;3,73
10/3/2009;3,72;3,72
9/3/2009;3,72;3,72
6/3/2009;3,72;3,72
5/3/2009;3,72;3,73
4/3/2009;3,72;3,73
3/3/2009;3,69;3,70
2/3/2009;3,66;3,67
27/2/2009;3,64;3,64
26/2/2009;3,64;3,65
25/2/2009;3,68;3,68
24/2/2009;3,67;3,68
23/2/2009;3,65;3,65
20/2/2009;3,62;3,63
19/2/2009;3,61;3,61
18/2/2009;3,56;3,57
17/2/2009;3,55;3,55
16/2/2009;3,54;3,54
13/2/2009;3,54;3,55
12/2/2009;3,54;3,55
11/2/2009;3,53;3,54
10/2/2009;3,54;3,54
9/2/2009;3,55;3,55
6/2/2009;3,55;3,55
5/2/2009;3,55;3,56
4/2/2009;3,54;3,55
3/2/2009;3,53;3,54
2/2/2009;3,53;3,53
30/1/2009;3,54;3,55
29/1/2009;3,55;3,55
28/1/2009;3,54;3,55
27/1/2009;3,53;3,53
26/1/2009;3,52;3,53
23/1/2009;3,52;3,52
22/1/2009;3,52;3,52
21/1/2009;3,51;3,51
20/1/2009;3,51;3,52
19/1/2009;3,51;3,51
16/1/2009;3,52;3,53
15/1/2009;3,53;3,54
14/1/2009;3,53;3,53
13/1/2009;3,52;3,52
12/1/2009;3,52;3,52
9/1/2009;3,53;3,54
8/1/2009;3,54;3,54
7/1/2009;3,55;3,55
6/1/2009;3,54;3,54
5/1/2009;3,51;3,52
2/1/2009;3,53;3,54
31/12/2008;3,53;3,54
30/12/2008;3,54;3,54
29/12/2008;3,51;3,51
23/12/2008;3,45;3,45
22/12/2008;3,46;3,46
19/12/2008;3,47;3,47
18/12/2008;3,47;3,47
17/12/2008;3,46;3,47
16/12/2008;3,47;3,47
15/12/2008;3,47;3,47
12/12/2008;3,47;3,47
11/12/2008;3,47;3,48
10/12/2008;3,46;3,47
9/12/2008;3,49;3,50
8/12/2008;3,50;3,51
5/12/2008;3,50;3,51
4/12/2008;3,50;3,50
3/12/2008;3,47;3,47
2/12/2008;3,42;3,43
1/12/2008;3,40;3,41
28/11/2008;3,41;3,42
27/11/2008;3,41;3,41
26/11/2008;3,39;3,40
25/11/2008;3,38;3,38
24/11/2008;3,37;3,38
21/11/2008;3,37;3,38
20/11/2008;3,38;3,38
19/11/2008;3,37;3,38
18/11/2008;3,37;3,37
17/11/2008;3,36;3,36
14/11/2008;3,37;3,37
13/11/2008;3,38;3,39
12/11/2008;3,37;3,38
11/11/2008;3,32;3,33
10/11/2008;3,31;3,32
7/11/2008;3,34;3,35
4/11/2008;3,37;3,38
3/11/2008;3,42;3,43
31/10/2008;3,47;3,48
30/10/2008;3,47;3,48
29/10/2008;3,46;3,47
28/10/2008;3,45;3,45
27/10/2008;3,39;3,40
24/10/2008;3,43;3,44
23/10/2008;3,35;3,36
22/10/2008;3,30;3,30
21/10/2008;3,30;3,30
20/10/2008;3,28;3,29
17/10/2008;3,31;3,32
16/10/2008;3,32;3,33
15/10/2008;3,29;3,29
14/10/2008;3,25;3,26
10/10/2008;3,36;3,37
9/10/2008;3,32;3,33
8/10/2008;3,29;3,30
7/10/2008;3,32;3,32
6/10/2008;3,24;3,24
3/10/2008;3,17;3,18
2/10/2008;3,17;3,17
1/10/2008;3,16;3,16
30/9/2008;3,15;3,16
29/9/2008;3,14;3,14
26/9/2008;3,15;3,15
25/9/2008;3,15;3,15
24/9/2008;3,16;3,16
23/9/2008;3,15;3,15
22/9/2008;3,14;3,14
19/9/2008;3,16;3,16
18/9/2008;3,20;3,20
17/9/2008;3,17;3,18
16/9/2008;3,16;3,17
15/9/2008;3,14;3,14
12/9/2008;3,12;3,12
11/9/2008;3,12;3,12
10/9/2008;3,13;3,13
9/9/2008;3,08;3,08
8/9/2008;3,07;3,07
5/9/2008;3,07;3,07
4/9/2008;3,07;3,08
3/9/2008;3,07;3,07
2/9/2008;3,06;3,06
1/9/2008;3,06;3,06
29/8/2008;3,06;3,07
28/8/2008;3,07;3,07
27/8/2008;3,07;3,07
26/8/2008;3,07;3,07
25/8/2008;3,07;3,07
22/8/2008;3,07;3,07
21/8/2008;3,07;3,07
20/8/2008;3,06;3,07
19/8/2008;3,06;3,07
15/8/2008;3,07;3,07
14/8/2008;3,08;3,08
13/8/2008;3,08;3,08
12/8/2008;3,08;3,08
11/8/2008;3,07;3,07
8/8/2008;3,08;3,08
7/8/2008;3,06;3,07
6/8/2008;3,06;3,06
5/8/2008;3,06;3,06
4/8/2008;3,06;3,06
1/8/2008;3,06;3,06
31/7/2008;3,07;3,07
30/7/2008;3,06;3,06
29/7/2008;3,07;3,07
28/7/2008;3,07;3,07
25/7/2008;3,07;3,07
24/7/2008;3,07;3,07
23/7/2008;3,06;3,06
22/7/2008;3,07;3,07
21/7/2008;3,07;3,08
18/7/2008;3,08;3,08
17/7/2008;3,08;3,08
16/7/2008;3,08;3,09
15/7/2008;3,06;3,07
14/7/2008;3,07;3,08
11/7/2008;3,08;3,08
10/7/2008;3,06;3,07
8/7/2008;3,06;3,06
7/7/2008;3,05;3,05
4/7/2008;3,05;3,05
3/7/2008;3,06;3,07
2/7/2008;3,06;3,06
1/7/2008;3,04;3,05
30/6/2008;3,06;3,06
27/6/2008;3,08;3,09
26/6/2008;3,09;3,09
25/6/2008;3,08;3,08
24/6/2008;3,06;3,06
23/6/2008;3,08;3,08
20/6/2008;3,10;3,10
19/6/2008;3,11;3,11
18/6/2008;3,12;3,12
17/6/2008;3,13;3,13
16/6/2008;3,12;3,12
13/6/2008;3,12;3,12
12/6/2008;3,13;3,13
11/6/2008;3,13;3,13
10/6/2008;3,14;3,14
9/6/2008;3,15;3,15
6/6/2008;3,15;3,16
5/6/2008;3,15;3,15
4/6/2008;3,16;3,16
3/6/2008;3,15;3,15
2/6/2008;3,15;3,16
30/5/2008;3,18;3,18
29/5/2008;3,19;3,20
28/5/2008;3,20;3,20
27/5/2008;3,21;3,21
26/5/2008;3,21;3,22
23/5/2008;3,22;3,23
22/5/2008;3,22;3,22
21/5/2008;3,21;3,21
20/5/2008;3,21;3,21
19/5/2008;3,21;3,22
16/5/2008;3,24;3,24
15/5/2008;3,25;3,26
14/5/2008;3,26;3,26
13/5/2008;3,27;3,27
12/5/2008;3,27;3,28
9/5/2008;3,27;3,27
8/5/2008;3,25;3,26
7/5/2008;3,24;3,25
6/5/2008;3,23;3,23
5/5/2008;3,22;3,23
2/5/2008;3,23;3,23
30/4/2008;3,23;3,23
29/4/2008;3,23;3,23
28/4/2008;3,23;3,23
25/4/2008;3,25;3,25
24/4/2008;3,25;3,25
23/4/2008;3,24;3,25
22/4/2008;3,23;3,23
21/4/2008;3,21;3,22
18/4/2008;3,21;3,21
17/4/2008;3,22;3,23
16/4/2008;3,20;3,20
15/4/2008;3,19;3,19
14/4/2008;3,18;3,18
11/4/2008;3,19;3,19
10/4/2008;3,20;3,20
9/4/2008;3,18;3,19
8/4/2008;3,18;3,18
7/4/2008;3,18;3,18
4/4/2008;3,18;3,19
3/4/2008;3,18;3,19
2/4/2008;3,19;3,19
1/4/2008;3,19;3,19
31/3/2008;3,19;3,19
28/3/2008;3,18;3,19
27/3/2008;3,20;3,20
26/3/2008;3,19;3,19
25/3/2008;3,18;3,18
24/3/2008;3,17;3,18
19/3/2008;3,17;3,18
18/3/2008;3,18;3,19
17/3/2008;3,18;3,19
14/3/2008;3,18;3,19
13/3/2008;3,18;3,18
12/3/2008;3,17;3,17
11/3/2008;3,17;3,17
10/3/2008;3,17;3,17
7/3/2008;3,17;3,17
6/3/2008;3,17;3,18
5/3/2008;3,18;3,18
4/3/2008;3,17;3,17
3/3/2008;3,17;3,18
29/2/2008;3,18;3,19
28/2/2008;3,19;3,19
27/2/2008;3,18;3,19
26/2/2008;3,18;3,18
25/2/2008;3,17;3,18
22/2/2008;3,18;3,18
21/2/2008;3,18;3,18
20/2/2008;3,18;3,18
19/2/2008;3,17;3,18
18/2/2008;3,17;3,18
15/2/2008;3,18;3,18
14/2/2008;3,18;3,18
13/2/2008;3,18;3,18
12/2/2008;3,17;3,17
11/2/2008;3,17;3,17
8/2/2008;3,17;3,17
7/2/2008;3,17;3,18
6/2/2008;3,18;3,18
5/2/2008;3,17;3,17
4/2/2008;3,17;3,17
1/2/2008;3,17;3,17
31/1/2008;3,17;3,17
30/1/2008;3,17;3,17
29/1/2008;3,18;3,18
28/1/2008;3,18;3,19
25/1/2008;3,18;3,18
24/1/2008;3,18;3,19
23/1/2008;3,19;3,19
22/1/2008;3,18;3,19
21/1/2008;3,18;3,19
18/1/2008;3,18;3,18
17/1/2008;3,18;3,18
16/1/2008;3,17;3,17
15/1/2008;3,17;3,17
14/1/2008;3,17;3,18
11/1/2008;3,17;3,17
10/1/2008;3,17;3,17
9/1/2008;3,17;3,17
8/1/2008;3,17;3,18
7/1/2008;3,17;3,18
4/1/2008;3,17;3,17
3/1/2008;3,17;3,17
2/1/2008;3,16;3,17
28/12/2007;3,17;3,17
27/12/2007;3,17;3,17
26/12/2007;3,17;3,17
24/12/2007;3,15;3,16
21/12/2007;3,15;3,16
20/12/2007;3,16;3,16
19/12/2007;3,16;3,16
18/12/2007;3,16;3,16
17/12/2007;3,16;3,17
14/12/2007;3,17;3,17
13/12/2007;3,16;3,17
12/12/2007;3,15;3,15
11/12/2007;3,15;3,15
10/12/2007;3,15;3,15
7/12/2007;3,15;3,15
6/12/2007;3,15;3,16
5/12/2007;3,16;3,16
4/12/2007;3,15;3,16
3/12/2007;3,15;3,15
30/11/2007;3,16;3,16
29/11/2007;3,16;3,16
28/11/2007;3,17;3,17
27/11/2007;3,17;3,17
26/11/2007;3,16;3,17
23/11/2007;3,17;3,17
22/11/2007;3,17;3,17
21/11/2007;3,16;3,16
20/11/2007;3,16;3,16
19/11/2007;3,15;3,15
16/11/2007;3,15;3,16
15/11/2007;3,16;3,16
14/11/2007;3,16;3,16
13/11/2007;3,16;3,16
12/11/2007;3,16;3,16
9/11/2007;3,16;3,17
8/11/2007;3,16;3,16
7/11/2007;3,16;3,16
5/11/2007;3,16;3,17
2/11/2007;3,17;3,17
1/11/2007;3,18;3,19
31/10/2007;3,19;3,19
30/10/2007;3,19;3,19
29/10/2007;3,20;3,20
26/10/2007;3,21;3,22
25/10/2007;3,22;3,23
24/10/2007;3,23;3,23
23/10/2007;3,22;3,22
22/10/2007;3,21;3,21
19/10/2007;3,21;3,21
18/10/2007;3,22;3,23
17/10/2007;3,21;3,21
16/10/2007;3,20;3,20
15/10/2007;3,20;3,21
12/10/2007;3,20;3,21
11/10/2007;3,20;3,20
10/10/2007;3,20;3,20
9/10/2007;3,20;3,20
8/10/2007;3,19;3,19
5/10/2007;3,19;3,19
4/10/2007;3,20;3,20
3/10/2007;3,19;3,20
2/10/2007;3,19;3,19
1/10/2007;3,19;3,19
28/9/2007;3,19;3,20
27/9/2007;3,20;3,20
26/9/2007;3,19;3,20
25/9/2007;3,19;3,20
24/9/2007;3,19;3,19
21/9/2007;3,19;3,19
20/9/2007;3,20;3,20
19/9/2007;3,20;3,20
18/9/2007;3,20;3,20
17/9/2007;3,19;3,19
14/9/2007;3,20;3,20
13/9/2007;3,20;3,21
12/9/2007;3,21;3,21
11/9/2007;3,20;3,21
10/9/2007;3,20;3,21
7/9/2007;3,21;3,22
6/9/2007;3,21;3,22
5/9/2007;3,22;3,22
4/9/2007;3,22;3,22
3/9/2007;3,21;3,22
31/8/2007;3,22;3,22
30/8/2007;3,23;3,23
29/8/2007;3,24;3,24
28/8/2007;3,23;3,23
27/8/2007;3,23;3,23
24/8/2007;3,23;3,23
23/8/2007;3,23;3,23
22/8/2007;3,21;3,21
21/8/2007;3,20;3,20
17/8/2007;3,20;3,21
16/8/2007;3,22;3,22
15/8/2007;3,21;3,21
14/8/2007;3,19;3,20
13/8/2007;3,18;3,19
10/8/2007;3,19;3,20
9/8/2007;3,19;3,20
8/8/2007;3,18;3,18
7/8/2007;3,18;3,19
6/8/2007;3,18;3,19
3/8/2007;3,18;3,19
2/8/2007;3,18;3,18
1/8/2007;3,18;3,18
31/7/2007;3,17;3,17
30/7/2007;3,18;3,18
27/7/2007;3,17;3,18
26/7/2007;3,18;3,18
25/7/2007;3,20;3,21
24/7/2007;3,18;3,18
23/7/2007;3,15;3,15
20/7/2007;3,14;3,15
19/7/2007;3,14;3,14
18/7/2007;3,14;3,14
17/7/2007;3,13;3,14
16/7/2007;3,12;3,13
13/7/2007;3,12;3,12
12/7/2007;3,12;3,12
11/7/2007;3,11;3,12
10/7/2007;3,11;3,12
9/7/2007;3,12;3,12
6/7/2007;3,12;3,12
5/7/2007;3,12;3,12
4/7/2007;3,11;3,11
3/7/2007;3,10;3,10
2/7/2007;3,10;3,10
29/6/2007;3,10;3,11
28/6/2007;3,10;3,11
27/6/2007;3,11;3,12
26/6/2007;3,11;3,11
25/6/2007;3,10;3,10
22/6/2007;3,10;3,10
21/6/2007;3,10;3,10
20/6/2007;3,10;3,10
19/6/2007;3,10;3,10
15/6/2007;3,10;3,10
14/6/2007;3,10;3,10
13/6/2007;3,10;3,10
12/6/2007;3,10;3,10
11/6/2007;3,10;3,10
8/6/2007;3,10;3,10
7/6/2007;3,10;3,10
6/6/2007;3,10;3,10
5/6/2007;3,10;3,10
4/6/2007;3,10;3,11
1/6/2007;3,11;3,11
31/5/2007;3,11;3,11
30/5/2007;3,11;3,11
29/5/2007;3,11;3,11
28/5/2007;3,11;3,11
25/5/2007;3,11;3,11
24/5/2007;3,11;3,11
23/5/2007;3,11;3,11
22/5/2007;3,11;3,11
21/5/2007;3,11;3,12
18/5/2007;3,12;3,12
17/5/2007;3,12;3,12
16/5/2007;3,12;3,12
15/5/2007;3,12;3,12
14/5/2007;3,12;3,12
11/5/2007;3,11;3,12
10/5/2007;3,11;3,12
9/5/2007;3,11;3,12
8/5/2007;3,11;3,12
7/5/2007;3,11;3,11
4/5/2007;3,11;3,12
3/5/2007;3,12;3,12
2/5/2007;3,12;3,12
30/4/2007;3,12;3,12
27/4/2007;3,12;3,12
26/4/2007;3,12;3,12
25/4/2007;3,12;3,12
24/4/2007;3,12;3,12
23/4/2007;3,12;3,12
20/4/2007;3,12;3,13
19/4/2007;3,13;3,13
18/4/2007;3,12;3,12
17/4/2007;3,12;3,12
16/4/2007;3,13;3,13
13/4/2007;3,12;3,12
12/4/2007;3,12;3,12
11/4/2007;3,11;3,12
10/4/2007;3,11;3,12
9/4/2007;3,11;3,11
5/4/2007;3,11;3,11
4/4/2007;3,11;3,11
3/4/2007;3,11;3,11
30/3/2007;3,12;3,12
29/3/2007;3,13;3,13
28/3/2007;3,13;3,14
27/3/2007;3,13;3,13
26/3/2007;3,12;3,12
23/3/2007;3,12;3,12
22/3/2007;3,12;3,12
21/3/2007;3,12;3,12
20/3/2007;3,12;3,12
19/3/2007;3,12;3,12
16/3/2007;3,12;3,12
15/3/2007;3,12;3,13
14/3/2007;3,11;3,12
13/3/2007;3,11;3,12
12/3/2007;3,12;3,12
9/3/2007;3,12;3,13
8/3/2007;3,12;3,12
7/3/2007;3,12;3,12
6/3/2007;3,12;3,12
5/3/2007;3,11;3,11
2/3/2007;3,11;3,11
1/3/2007;3,11;3,11
28/2/2007;3,11;3,11
27/2/2007;3,12;3,12
26/2/2007;3,12;3,12
23/2/2007;3,12;3,12
22/2/2007;3,12;3,12
21/2/2007;3,12;3,13
20/2/2007;3,12;3,12
19/2/2007;3,11;3,12
16/2/2007;3,11;3,11
15/2/2007;3,11;3,12
14/2/2007;3,11;3,11
13/2/2007;3,11;3,11
12/2/2007;3,11;3,11
9/2/2007;3,11;3,11
8/2/2007;3,11;3,12
7/2/2007;3,12;3,12
6/2/2007;3,12;3,12
5/2/2007;3,12;3,13
2/2/2007;3,12;3,12
1/2/2007;3,12;3,12
31/1/2007;3,12;3,12
30/1/2007;3,12;3,12
29/1/2007;3,11;3,12
26/1/2007;3,12;3,13
25/1/2007;3,12;3,12
24/1/2007;3,11;3,12
23/1/2007;3,11;3,11
22/1/2007;3,11;3,11
19/1/2007;3,11;3,11
18/1/2007;3,11;3,11
17/1/2007;3,10;3,11
16/1/2007;3,10;3,11
15/1/2007;3,10;3,11
12/1/2007;3,10;3,10
11/1/2007;3,10;3,10
10/1/2007;3,10;3,10
9/1/2007;3,10;3,10
8/1/2007;3,10;3,10
5/1/2007;3,10;3,10
4/1/2007;3,10;3,10
3/1/2007;3,09;3,09
2/1/2007;3,09;3,09
29/12/2006;3,09;3,09
28/12/2006;3,09;3,09
27/12/2006;3,09;3,09
26/12/2006;3,09;3,09
22/12/2006;3,07;3,07
21/12/2006;3,07;3,07
20/12/2006;3,07;3,08
19/12/2006;3,08;3,08
18/12/2006;3,08;3,08
15/12/2006;3,09;3,09
14/12/2006;3,09;3,09
13/12/2006;3,07;3,07
12/12/2006;3,07;3,07
11/12/2006;3,07;3,07
7/12/2006;3,07;3,07
6/12/2006;3,06;3,07
5/12/2006;3,06;3,06
4/12/2006;3,07;3,07
1/12/2006;3,08;3,09
30/11/2006;3,09;3,09
29/11/2006;3,10;3,10
28/11/2006;3,10;3,10
27/11/2006;3,10;3,10
24/11/2006;3,10;3,10
23/11/2006;3,10;3,10
22/11/2006;3,09;3,09
21/11/2006;3,09;3,10
20/11/2006;3,09;3,10
17/11/2006;3,10;3,10
16/11/2006;3,09;3,10
15/11/2006;3,09;3,10
14/11/2006;3,09;3,10
13/11/2006;3,10;3,10
10/11/2006;3,09;3,09
9/11/2006;3,10;3,10
8/11/2006;3,09;3,09
7/11/2006;3,08;3,08
6/11/2006;3,10;3,11
3/11/2006;3,10;3,11
2/11/2006;3,11;3,11
1/11/2006;3,10;3,11
31/10/2006;3,11;3,11
30/10/2006;3,12;3,12
27/10/2006;3,12;3,12
26/10/2006;3,13;3,13
25/10/2006;3,13;3,13
24/10/2006;3,12;3,12
23/10/2006;3,12;3,12
20/10/2006;3,12;3,13
19/10/2006;3,12;3,12
18/10/2006;3,12;3,12
17/10/2006;3,12;3,12
13/10/2006;3,13;3,13
12/10/2006;3,13;3,13
11/10/2006;3,12;3,13
10/10/2006;3,12;3,12
9/10/2006;3,12;3,12
6/10/2006;3,12;3,12
5/10/2006;3,12;3,12
4/10/2006;3,12;3,12
3/10/2006;3,12;3,12
2/10/2006;3,12;3,12
29/9/2006;3,12;3,12
28/9/2006;3,12;3,12
27/9/2006;3,12;3,12
26/9/2006;3,12;3,12
25/9/2006;3,13;3,13
22/9/2006;3,12;3,13
21/9/2006;3,13;3,13
20/9/2006;3,12;3,12
19/9/2006;3,11;3,12
18/9/2006;3,11;3,12
15/9/2006;3,11;3,11
14/9/2006;3,12;3,12
13/9/2006;3,11;3,11
12/9/2006;3,10;3,11
11/9/2006;3,10;3,10
8/9/2006;3,10;3,10
7/9/2006;3,10;3,11
6/9/2006;3,10;3,11
5/9/2006;3,10;3,10
4/9/2006;3,10;3,10
1/9/2006;3,10;3,10
31/8/2006;3,10;3,10
30/8/2006;3,10;3,10
29/8/2006;3,10;3,10
28/8/2006;3,10;3,10
25/8/2006;3,10;3,10
24/8/2006;3,09;3,09
23/8/2006;3,09;3,09
22/8/2006;3,09;3,09
18/8/2006;3,09;3,10
17/8/2006;3,10;3,10
16/8/2006;3,10;3,10
15/8/2006;3,10;3,10
14/8/2006;3,09;3,09
11/8/2006;3,09;3,09
10/8/2006;3,09;3,10
9/8/2006;3,09;3,10
7/8/2006;3,09;3,10
4/8/2006;3,10;3,10
3/8/2006;3,10;3,10
2/8/2006;3,10;3,10
1/8/2006;3,10;3,10
31/7/2006;3,10;3,11
28/7/2006;3,10;3,11
27/7/2006;3,10;3,11
26/7/2006;3,10;3,10
25/7/2006;3,10;3,10
24/7/2006;3,10;3,10
21/7/2006;3,11;3,11
20/7/2006;3,11;3,11
19/7/2006;3,11;3,11
18/7/2006;3,11;3,11
17/7/2006;3,11;3,11
14/7/2006;3,11;3,11
13/7/2006;3,11;3,11
12/7/2006;3,10;3,10
11/7/2006;3,10;3,10
10/7/2006;3,09;3,09
7/7/2006;3,10;3,10
6/7/2006;3,10;3,10
4/7/2006;3,09;3,09
3/7/2006;3,09;3,09
30/6/2006;3,10;3,10
29/6/2006;3,10;3,11
28/6/2006;3,10;3,11
27/6/2006;3,10;3,10
26/6/2006;3,10;3,10
23/6/2006;3,09;3,10
22/6/2006;3,09;3,10
21/6/2006;3,09;3,09
20/6/2006;3,09;3,10
19/6/2006;3,10;3,10
16/6/2006;3,10;3,10
15/6/2006;3,10;3,10
14/6/2006;3,10;3,10
13/6/2006;3,10;3,10
12/6/2006;3,10;3,10
9/6/2006;3,10;3,10
8/6/2006;3,10;3,10
7/6/2006;3,09;3,10
6/6/2006;3,09;3,09
5/6/2006;3,09;3,10
2/6/2006;3,10;3,10
1/6/2006;3,09;3,09
31/5/2006;3,09;3,10
30/5/2006;3,08;3,08
29/5/2006;3,08;3,08
26/5/2006;3,08;3,09
24/5/2006;3,09;3,09
23/5/2006;3,08;3,08
22/5/2006;3,08;3,08
19/5/2006;3,07;3,07
18/5/2006;3,07;3,08
17/5/2006;3,07;3,07
